Regulating Agency	Water System Number	Water System Name	System Status	Federal Water System Classification	State Water System Classification	Principal County Served	Population Served	Service Connections	PS Code	Sampling Point Name	Facility Type	Facility Status	Sample Type	Sample Date	Sample Time	Analysis Date	ELAP Cert#	Lab Name	Analyte Code	Analyte Name	Result	Counting Error	Units of Measure	Less Than Reporting Level	Reporting Level	DLR	MCL	Method
LPA62 - PLUMAS COUNTY	CA3200704	LNF ALMANOR CG	A	NC	NC	PLUMAS	50	40	CA3200704_001_001	WELL 01	WL	A	RT	08-23-2023	09:26:00	09-05-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1928	ALKALINITY, BICARBONATE	120		MG/L	N	10.000000000			SM 2320 B
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	08-29-2023	12:10:00	09-14-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1919	CALCIUM	21		MG/L	N	1.000000000			EPA 200.7
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_002_002	WELL 3P2	WL	A	RT	10-08-2024	11:46:00	10-21-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1032	MANGANESE	592		UG/L	N	3.000000000		50	EPA 200.8
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_004_004	WELL 1 - RAW	WL	A	RT	04-17-2024	11:45:00	05-16-2024	2698	E.S. BABCOCK & SONS	2803	PERFLUOROHEXANE SULFONIC ACID (PFHxS)			NG/L	Y	1.700000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200150	HAMILTON BRANCH MWC	I	C	C	PLUMAS	250	113	CA3200150_001_001	WELL 01	WL	A	RT	06-13-2024	11:19:00	06-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2245	ISOPROPYL ETHER			UG/L	Y	3.000000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	10-09-2024	11:50:00	10-15-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3200107	GRIZZLY LAKE CSD-CROCKER/WELCH	A	C	C	PLUMAS	215	73	CA3200107_002_002	CROCKER MOUNTAIN WELL	WL	A	RT	06-10-2025	08:25:00	06-14-2025	1180	BSK ANALYTICAL LABORATORIES	2978	1,1-DICHLOROETHANE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_003_003	WELL 03	WL	A	RT	07-16-2024	10:30:00	07-27-2024	2698	E.S. BABCOCK & SONS	2827	NONAFLUORO NFDHA			NG/L	Y	1.800000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_001_001	WELL 01 (STAND-BY)	WL	A	RT	07-11-2023	11:09:00	07-25-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2967	M-DICHLOROBENZENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_009_009	NEW NORTON WELL - STANDBY	WL	A	RT	04-08-2024	15:55:00	04-23-2024	2698	E.S. BABCOCK & SONS	C297	ADSORBABLE ORGANIC FLUORINE	6400		NG/L	N	800.000000000			EPA 1621M
LPA62 - PLUMAS COUNTY	CA3200111	FEATHER RIVER COMMUNITY COLLEGE	A	NTNC	NTNC	PLUMAS	600	300	CA3200111_DST_900	DBPR Sample	DS	A	RT	06-24-2025	09:31:00	07-02-2025	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2456	TOTAL HALOACETIC ACIDS (HAA5)			UG/L	Y	1.000000000		60	EPA 552.3
LPA62 - PLUMAS COUNTY	CA3200150	HAMILTON BRANCH MWC	I	C	C	PLUMAS	250	113	CA3200150_002_002	WELL 02	WL	A	RT	06-13-2024	11:30:00	06-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2987	TETRACHLOROETHYLENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_002_002	WELL 01B	WL	A	RT	04-15-2024	09:55:00	05-07-2024	2698	E.S. BABCOCK & SONS	2802	PERFLUOROHEPTANOIC ACID (PFHPA)			NG/L	Y	1.700000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3205001	WALKER RANCH CSD	A	C	C	PLUMAS	150	171	CA3205001_001_001	WELL 01 (INSTALLED 1994)	WL	A	RT	04-24-2024	10:04:00	04-24-2024	2670	FGL ENVIRONMENTAL (CHICO)	C253	PH, FIELD	5.75		PH	N	0.000000000			SM 4500-H+B
LPA62 - PLUMAS COUNTY	CA3205005	GRIZZLY CREEK RANCH SNJ	A	NTNC	NTNC	PLUMAS	300	1	CA3205005_006_006	WELL 03	WL	A	RT	04-11-2023	12:58:00	04-19-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2968	O-DICHLOROBENZENE			UG/L	Y	0.500000000	.5	600	EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_017_017	WELL 07	WL	A	RT	07-06-2023	09:43:00	07-18-2023	1677	BASIC LABORATORY (REDDING)	1031	MAGNESIUM	4.6		MG/L	N	1.000000000			EPA 200.7
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_002_002	WELL 17 (INSTALLED 1997)	WL	A	RT	08-29-2023	11:15:00	09-06-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2989	CHLOROBENZENE			UG/L	Y	0.500000000	.5	70	EPA 524.2
DISTRICT 02 - LASSEN	CA3210005	GRAEAGLE WATER COMPANY	A	C	C	PLUMAS	737	944	CA3210005_DST_801	DBPR Sample	DS	A	RT	09-26-2023	08:19:00	10-04-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2451	DICHLOROACETIC ACID	4		UG/L	N	1.000000000	1		EPA 552.2
DISTRICT 02 - LASSEN	CA3200107	GRIZZLY LAKE CSD-CROCKER/WELCH	A	C	C	PLUMAS	215	73	CA3200107_002_002	CROCKER MOUNTAIN WELL	WL	A	RT	06-10-2025	08:25:00	06-13-2025	2990	SILVER STATE ANALYTICAL LABS - SEM RENO	1925	PH	5.84		PH	N	0.000000000			SM 4500-H+B
LPA62 - PLUMAS COUNTY	CA3200221	SENDERO RANCH	A	NTNC	NTNC	PLUMAS	25	1	CA3200221_001_001	WELL 03	WL	A	RT	05-19-2025	12:00:00	05-27-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2410	1,1-DICHLOROPROPENE			UG/L	Y	0.500000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3200102	WHITEHAWK RANCH MWC	A	C	C	PLUMAS	765	201	CA3200102_001_001	MCKENZIE CREEK / WEST STREAM - RAW	IN	A	RT	06-13-2023	11:15:00	06-21-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_001_001	WELL 01	WL	A	RT	07-09-2025	09:00:00	07-15-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2969	P-DICHLOROBENZENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200111	FEATHER RIVER COMMUNITY COLLEGE	A	NTNC	NTNC	PLUMAS	600	300	CA3200111_003_003	WELL 02 (SOCCER FIELD - INSTALLED 1998)	WL	A	RT	07-25-2023	09:13:00	08-01-2023	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2963	XYLENE, META AND PARA			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200704	LNF ALMANOR CG	A	NC	NC	PLUMAS	50	40	CA3200704_001_001	WELL 01	WL	A	RT	08-23-2023	09:26:00	09-05-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1929	ALKALINITY, CARBONATE			MG/L	Y	10.000000000			SM 2320 B
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_006_006	COMMERCIAL STREET WELL	WL	A	RT	05-13-2025	13:00:00	05-30-2025	2698	E.S. BABCOCK & SONS	2816	HFPO-DA			NG/L	Y	1.700000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_004_004	WELL 29A (REPLACED WELL 29 IN 2007)	WL	A	RT	08-29-2023	11:55:00	09-06-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2248	NAPHTHALENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_001_001	WELL 01	WL	A	RT	07-16-2024	12:30:00	07-24-2024	2698	E.S. BABCOCK & SONS	2813	11CL-PF3OUDS			NG/L	Y	2.000000000			EPA 533
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	04-13-2023	10:10:00	04-24-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2982	CARBON TETRACHLORIDE			UG/L	Y	0.500000000	.5	.5	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200141	SIERRA PACIFIC INDUSTRIES QUINCY	A	NTNC	NTNC	PLUMAS	300	1	CA3200141_001_001	WELL 01	WL	A	RT	12-26-2024	09:28:00	12-30-2024	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2977	1,1-DICHLOROETHYLENE			UG/L	Y	0.500000000	.5	6	EPA 524.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_004_004	HIGH SCHOOL WELL	WL	A	RT	04-08-2024	11:00:00	05-01-2024	2698	E.S. BABCOCK & SONS	2802	PERFLUOROHEPTANOIC ACID (PFHPA)			NG/L	Y	1.800000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3205001	WALKER RANCH CSD	A	C	C	PLUMAS	150	171	CA3205001_001_001	WELL 01 (INSTALLED 1994)	WL	A	RT	04-12-2023	09:47:00	04-14-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	04-13-2023	10:10:00	04-25-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	0100	TURBIDITY	3.2		NTU	N	0.100000000		5	SM 2130 B-01
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_001_001	WELL 01	WL	A	RT	07-09-2025	09:00:00	07-15-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2984	TRICHLOROETHYLENE			UG/L	Y	0.500000000	.5	5	EPA 524.2
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_006_006	WELL 05	WL	A	RT	10-04-2023	11:30:00	10-31-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1045	SELENIUM			UG/L	Y	5.000000000	5	50	EPA 200.8
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_003_003	WELL 01	WL	A	RT	06-13-2024	11:19:00	06-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2216	CHLOROETHANE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_003_003	WELL 9M	WL	A	RT	05-13-2025	10:57:00	05-19-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2413	1,3-DICHLOROPROPENE			UG/L	Y	0.500000000	.5	.5	EPA 524.2
DISTRICT 02 - LASSEN	CA3200510	IVCSD CRESCENT MILLS	A	C	C	PLUMAS	258	75	CA3200510_003_003	WELL 01	WL	A	RT	04-17-2024	12:45:00	05-15-2024	2698	E.S. BABCOCK & SONS	2812	PERFLUOROUNDECANOIC ACID (PFUNA)			NG/L	Y	1.800000000			EPA 533
DISTRICT 02 - LASSEN	CA3200510	IVCSD CRESCENT MILLS	A	C	C	PLUMAS	258	75	CA3200510_002_002	FE/MN/AS TREATMENT PLANT	TP	A	RT	10-14-2024	10:41:00	10-23-2024	1677	BASIC LABORATORY (REDDING)	1005	ARSENIC			UG/L	Y	2.000000000	2	10	EPA 200.8
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_DST_LCR	LCR Tap Sample	DS	A	RT	07-16-2024	13:28:00	08-02-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1030	LEAD			UG/L	Y	5.000000000			EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_001_001	WELL 01 (STAND-BY)	WL	A	RT	05-12-2025	13:35:00	07-09-2025	2698	E.S. BABCOCK & SONS	C297	ADSORBABLE ORGANIC FLUORINE			NG/L	Y	800.000000000			EPA 1621M
LPA62 - PLUMAS COUNTY	CA3200006	SLEEPY PINES MOTEL	A	NP	LSS	PLUMAS	24	4	CA3200006_002_002	WELL 02	WL	A	RT	09-05-2023	10:45:00	09-08-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_003_003	WILLOW CREEK SPRINGS	SP	A	RT	07-25-2023	09:04:00	08-05-2023	1132	WECK LABORATORIES	1039	PERCHLORATE			UG/L	Y	2.000000000	2	6	EPA 314.0
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_004_004	WELL 1 - RAW	WL	A	RT	04-17-2024	11:45:00	05-16-2024	2698	E.S. BABCOCK & SONS	2805	PERFLUOROCTANE SULFONIC ACID (PFOS)			NG/L	Y	1.700000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_009_009	WELL 08 (INSTALLED 1995)	WL	A	RT	03-24-2025	12:15:00	03-26-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2988	1,1,2,2-TETRACHLOROETHANE			UG/L	Y	0.500000000	.5	1	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200704	LNF ALMANOR CG	A	NC	NC	PLUMAS	50	40	CA3200704_001_001	WELL 01	WL	A	RT	08-20-2024	12:39:00	09-05-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1994	AGGRESSIVE INDEX	10.3		AGGR	N	0.000000000			CALC
DISTRICT 02 - LASSEN	CA3210001	IVCSD-GREENVILLE	A	C	C	PLUMAS	630	220	CA3210001_DST_801	DBPR Sample	DS	A	RT	08-31-2023	09:07:00	09-11-2023	1186	PACE ANALYTICAL SERVICES, LLC DBA BC LAB	2452	TRICHLOROACETIC ACID			UG/L	Y	1.000000000	1		EPA 552.3
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_014_014	WELL 01	WL	A	RT	04-08-2024	13:40:00	04-23-2024	2698	E.S. BABCOCK & SONS	C297	ADSORBABLE ORGANIC FLUORINE	1000		NG/L	N	710.000000000			EPA 1621M
DISTRICT 02 - LASSEN	CA3200510	IVCSD CRESCENT MILLS	A	C	C	PLUMAS	258	75	CA3200510_003_003	WELL 01	WL	A	RT	06-05-2025	10:03:00	06-06-2025	1677	BASIC LABORATORY (REDDING)	2905	FOAMING AGENTS (SURFACTANTS)			MG/L	Y	0.050000000		.5	SM 5540 C-00
LPA62 - PLUMAS COUNTY	CA3200034	PNF BOULDER / LONE CREEK CGS	A	NC	NC	PLUMAS	50	4	CA3200034_001_001	WELL 01	WL	A	RT	05-23-2025	11:25:00	06-02-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
LPA62 - PLUMAS COUNTY	CA3200138	MEADOW EDGE MHP	A	C	C	PLUMAS	53	31	CA3200138_002_002	WELL 02	WL	A	RT	07-16-2024	11:40:00	07-27-2024	2698	E.S. BABCOCK & SONS	2828	PERFLUOROPENTANESULFONIC ACID (PFPES)			NG/L	Y	2.000000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200188	GREENHORN CREEK CSD	A	C	C	PLUMAS	280	136	CA3200188_002_002	WELL 02	WL	A	RT	09-29-2025	11:40:00	10-03-2025	2698	E.S. BABCOCK & SONS	2807	PERFLUORODECANOIC ACID (PFDA)			NG/L	Y	2.000000000			EPA 533
DISTRICT 02 - LASSEN	CA3210009	CHESTER PUBLIC U.D.	A	C	C	PLUMAS	2187	1284	CA3210009_002_002	WELL 01B	WL	A	RT	10-04-2023	11:30:00	10-11-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2228	CIS-1,3-DICHLOROPROPENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200198	MT HUFF GOLF COURSE	A	NP	LSS	PLUMAS	24	1	CA3200198_001_001	WELL 01	WL	A	RT	06-20-2023	09:35:00	06-27-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1040	NITRATE			MG/L	Y	0.400000000	.4	10	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_009_009	NEW NORTON WELL - STANDBY	WL	A	RT	04-08-2024	15:55:00	05-02-2024	2698	E.S. BABCOCK & SONS	2820	PERFLUOROOCTANE SULFONIC ACID 6:2 FTS			NG/L	Y	4.300000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200127	ARLINGTON HEIGHTS MHP	A	C	C	PLUMAS	33	39	CA3200127_003_003	WELL 02 (INSTALLED 2014)	WL	A	RT	10-09-2024	07:40:00	11-05-2024	2698	E.S. BABCOCK & SONS	2803	PERFLUOROHEXANE SULFONIC ACID (PFHxS)			NG/L	Y	2.000000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3205006	GRIZZLY RANCH CSD	A	C	C	PLUMAS	102	65	CA3205006_001_001	WELL 1P	WL	A	RT	04-24-2024	09:05:00	05-22-2024	2698	E.S. BABCOCK & SONS	2823	PERFLUORO PFMPA			NG/L	Y	2.000000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200188	GREENHORN CREEK CSD	A	C	C	PLUMAS	280	136	CA3200188_001_001	WELL 01	WL	A	RT	09-29-2025	11:05:00	10-15-2025	2698	E.S. BABCOCK & SONS	2823	PERFLUORO PFMPA			NG/L	Y	1.800000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200509	CLIO PUBLIC UTILITY DISTRICT	A	C	C	PLUMAS	79	53	CA3200509_001_001	SPRING 01	SP	A	RT	08-22-2023	10:30:00	09-06-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2944	DIBROMOCHLOROMETHANE			UG/L	Y	1.000000000	1		EPA 524.2
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_002_002	WELL 02 TREATMENT PLANT - TREATED	TP	A	RT	04-13-2023	10:10:00	04-24-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	C033	ETHYL-TERT-BUTYL ETHER			UG/L	Y	3.000000000			EPA 524.2
DISTRICT 02 - LASSEN	CA3200510	IVCSD CRESCENT MILLS	A	C	C	PLUMAS	258	75	CA3200510_002_002	FE/MN/AS TREATMENT PLANT	TP	A	RT	01-09-2025	09:20:00	01-18-2025	1677	BASIC LABORATORY (REDDING)	1005	ARSENIC			UG/L	Y	2.000000000	2	10	EPA 200.8
LPA62 - PLUMAS COUNTY	CA3200039	PNF CHILCOOT CG	A	NC	NC	PLUMAS	40	1	CA3200039_001_001	SPRING 01	SP	A	RT	07-12-2023	08:40:00	07-13-2023	2990	SILVER STATE ANALYTICAL LABS - SEM RENO	1040	NITRATE	0.41		MG/L	N	0.040000000	.4	10	EPA 300.0
LPA62 - PLUMAS COUNTY	CA3200189	VALIVU ESTATES MHP	A	C	C	PLUMAS	54	19	CA3200189_002_002	WELL 02	WL	A	RT	04-05-2023	11:14:00	04-06-2023	1677	BASIC LABORATORY (REDDING)	1025	FLUORIDE			MG/L	Y	0.100000000	.1	2	EPA 300.0
DISTRICT 02 - LASSEN	CA3200102	WHITEHAWK RANCH MWC	A	C	C	PLUMAS	765	201	CA3200102_DST_801	DBPR Sample	DS	A	RT	09-26-2023	10:42:00	10-03-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1021	HYDROXIDE AS CALCIUM CARBONATE			MG/L	Y	10.000000000			SM 2320 B
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_003_003	WELL 05	WL	A	RT	03-27-2025	09:00:00	04-15-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1080	CHROMIUM, HEX	0.9		UG/L	N	0.100000000	.1	10	EPA 218.6
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_003_003	WELL 01	WL	A	RT	06-13-2024	11:19:00	06-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2418	1,2,4-TRIMETHYLBENZENE			UG/L	Y	0.500000000			EPA 524.2
LPA62 - PLUMAS COUNTY	CA3205003	GOLD MOUNTAIN CSD	A	C	C	PLUMAS	135	101	CA3205003_006_006	WELL 33 (INSTALLED 2014)	WL	A	RT	05-13-2025	10:50:00	06-02-2025	2698	E.S. BABCOCK & SONS	2820	PERFLUOROOCTANE SULFONIC ACID 6:2 FTS			NG/L	Y	4.400000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200189	VALIVU ESTATES MHP	A	C	C	PLUMAS	54	19	CA3200189_002_002	WELL 02	WL	A	RT	04-05-2023	11:14:00	04-12-2023	1677	BASIC LABORATORY (REDDING)	1064	CONDUCTIVITY @ 25 C UMHOS/CM	196		UMHO/CM	N	10.000000000		1600	SM 2510 B
DISTRICT 02 - LASSEN	CA3210006	LAKE ALMANOR COUNTRY CLUB MWC	A	C	C	PLUMAS	6000	1721	CA3210006_001_001	WELL 01	WL	A	RT	07-09-2025	09:00:00	07-15-2025	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2942	BROMOFORM			UG/L	Y	1.000000000	1		EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200148	FEATHER RIVER RV & MHP	A	C	C	PLUMAS	741	18	CA3200148_002_002	WELL 02	WL	A	RT	05-12-2025	13:10:00	05-30-2025	2698	E.S. BABCOCK & SONS	2809	PERFLUOROHEXANOIC ACID (PFHXA)			NG/L	Y	1.700000000			EPA 533
DISTRICT 02 - LASSEN	CA3210003	CITY OF PORTOLA	A	C	C	PLUMAS	2100	1154	CA3210003_001_001	LAKE DAVIS - RAW	CC	A	RT	08-15-2023	11:11:00	09-05-2023	2990	SILVER STATE ANALYTICAL LABS - SEM RENO	1034	MANGANESE, DISSOLVED	800		UG/L	N	1.000000000			EPA 200.7
LPA62 - PLUMAS COUNTY	CA3200048	PNF MT HOUGH RANGER STATION	A	NTNC	NTNC	PLUMAS	100	1	CA3200048_001_001	WELL 01	WL	A	RT	07-17-2023	13:10:00	07-21-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1041	NITRITE			MG/L	Y	0.400000000	.4	1	SM 4500-NO3-F-00
LPA62 - PLUMAS COUNTY	CA3200084	PG&E ROCKY POINT CG	A	NC	NC	PLUMAS	312	7	CA3200084_002_002	WELL 02 (NORTH WELL)	WL	A	RT	05-20-2024	09:41:00	06-06-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1041	NITRITE			MG/L	Y	0.400000000	.4	1	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210010	HAMILTON BRANCH CSD	A	C	C	PLUMAS	1874	645	CA3210010_003_003	WELL 01	WL	A	RT	06-13-2024	11:19:00	06-19-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2977	1,1-DICHLOROETHYLENE			UG/L	Y	0.500000000	.5	6	EPA 524.2
LPA62 - PLUMAS COUNTY	CA3200189	VALIVU ESTATES MHP	A	C	C	PLUMAS	54	19	CA3200189_002_002	WELL 02	WL	A	RT	04-05-2023	11:14:00	04-18-2023	1677	BASIC LABORATORY (REDDING)	1055	SULFATE	2.47		MG/L	N	0.500000000		500	EPA 300.0
DISTRICT 02 - LASSEN	CA3210011	PLUMAS EUREKA CSD	A	C	C	PLUMAS	1534	557	CA3210011_001_001	WELL 01B TREATMENT PLANT - TREATED	TP	A	RT	10-23-2024	11:17:00	11-14-2024	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	2032	DIQUAT			UG/L	Y	4.000000000	4	20	EPA 549.2
DISTRICT 02 - LASSEN	CA3210004	AMERICAN VALLEY CSD	A	C	C	PLUMAS	3778	1621	CA3210004_004_004	HIGH SCHOOL WELL	WL	A	RT	04-08-2024	11:00:00	05-01-2024	2698	E.S. BABCOCK & SONS	2801	PERFLUOROBUTANE SULFONIC ACID (PFBS)			NG/L	Y	1.800000000			EPA 533
LPA62 - PLUMAS COUNTY	CA3200066	MIDDLE FORK MOBILE HOME PARK	A	NC	NC	PLUMAS	44	24	CA3200066_001_001	WELL 01	WL	A	RT	06-13-2023	10:31:00	06-27-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1041	NITRITE			MG/L	Y	0.400000000	.4	1	SM 4500-NO3-F-00
DISTRICT 02 - LASSEN	CA3210007	WEST ALMANOR M.W.C.	A	C	C	PLUMAS	1394	522	CA3210007_001_001	WELL 03	WL	A	RT	09-20-2023	09:52:00	10-05-2023	1573	FGL ENVIRONMENTAL (SANTA PAULA, CA)	1074	ANTIMONY, TOTAL			UG/L	Y	6.000000000	6	6	EPA 200.8
