lat,lon,activity,year,status,acres,nepa_project,district,detail
39.5341,-121.3257,Right of Way Maintenance,2025,completed,0.2,DEFAULT FOR NOT REQUIRED,02,full
39.9858,-121.0058,Right of Way Maintenance,2025,completed,3.7,(PALS)PG&E HERBICIDE VEGETATION MANAGEMENT PROGRAM,02,full
39.9922,-121.0136,Right of Way Maintenance,2025,completed,,,,basic
39.9652,-120.9722,Right of Way Maintenance,2025,completed,,,,basic
39.9724,-120.9838,Right of Way Maintenance,2025,completed,,,,basic
39.9813,-120.9964,Right of Way Maintenance,2025,completed,7.9,(PALS)PG&E HERBICIDE VEGETATION MANAGEMENT PROGRAM,02,full
39.5396,-121.3158,Right of Way Maintenance,2025,completed,,,,basic
39.531,-121.3314,Right of Way Maintenance,2025,completed,0.2,DEFAULT FOR NOT REQUIRED,02,full
39.9672,-120.9759,Right of Way Maintenance,2025,completed,,,,basic
40.0085,-121.053,Right of Way Maintenance,2025,completed,,,,basic
39.5318,-121.3298,Right of Way Maintenance,2025,completed,,,,basic
39.5321,-121.3294,Right of Way Maintenance,2025,completed,,,,basic
39.9747,-120.987,Right of Way Maintenance,2025,completed,4.7,(PALS)PG&E HERBICIDE VEGETATION MANAGEMENT PROGRAM,02,full
39.9751,-120.9875,Right of Way Maintenance,2025,completed,,,,basic
39.5395,-121.316,Right of Way Maintenance,2025,completed,,,,basic
40.0098,-121.0566,Right of Way Maintenance,2025,completed,,,,basic
39.9687,-120.9786,Right of Way Maintenance,2025,completed,1.7,(PALS)PG&E HERBICIDE VEGETATION MANAGEMENT PROGRAM,02,full
39.7655,-121.3094,Site Preparation for Planting - Chemical,2025,planned,13.3,(PALS)ROGERS COW CAMP SALVAGE PROJECT,03,full
