Permit #,Permitee,Site ID,Site Location,Site Name,Meridian,Township,Range,Section,Application Date,Application Time,Commodity Code,Commodity,EPA Reg No,Product Name,Quantity Used,Quantity Units,Treated Amount,Treated Units,Appl. Method,Applicator Name,Applicator License #,Applicator License Type
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-07-29,7:29 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,6.0,Gallon,93.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-07-29,7:29 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,8.0,Gallon,93.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-07-29,7:29 AM,30000-0,"FOREST, TMBRLND",241-296-AA-228,POLARIS SP HERBICIDE,3.0,Gallon,93.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-07-29,7:29 AM,30000-0,"FOREST, TMBRLND",241-296-AA-228,POLARIS SP HERBICIDE,2.25,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-07-29,7:29 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,4.5,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-07-29,7:29 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,6.0,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-08-02,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,20.0,Gallon,18.39,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-08-02,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,12.5,Gallon,18.39,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-08-02,7:00 AM,30000-0,"FOREST, TMBRLND",241-296-AA-228,POLARIS SP HERBICIDE,7.5,Gallon,18.39,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-08-04,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,13.5,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-08-04,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,18.0,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E24,,,M,21N,07E,24.0,2021-08-04,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,6.75,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-05,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,2.13,Gallon,92.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-05,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,1.28,Gallon,92.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-05,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,3.4,Gallon,92.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-06,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,42.0,Gallon,92.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-06,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,31.5,Gallon,92.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-06,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,15.75,Gallon,92.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E23,,,M,21N,07E,23.0,2021-08-10,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,36.0,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E23,,,M,21N,07E,23.0,2021-08-10,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,18.0,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E23,,,M,21N,07E,23.0,2021-08-10,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,48.0,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-11,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,30.0,Gallon,95.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-11,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,40.0,Gallon,95.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-11,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,15.0,Gallon,95.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-12,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,22.5,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-12,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,13.5,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-12,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,34.5,Gallon,97.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-12,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,57.5,Gallon,97.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-06,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,42.0,Gallon,60.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-06,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,31.5,Gallon,60.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-06,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,15.75,Gallon,60.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-06,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,30.0,Gallon,60.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-06,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,40.0,Gallon,60.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-06,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,15.0,Gallon,60.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-11,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,30.0,Gallon,73.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-11,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,40.0,Gallon,73.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-11,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,15.0,Gallon,73.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-12,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,22.5,Gallon,25.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-12,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,13.5,Gallon,25.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-13,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,54.8,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-13,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,15.0,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-13,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,50.0,Gallon,96.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-14,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,33.0,Gallon,94.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-14,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,16.5,Gallon,94.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-14,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,55.0,Gallon,94.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-15,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,30.0,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-15,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,50.0,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-15,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,15.0,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,30.0,Gallon,98.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,9.0,Gallon,98.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,18.0,Gallon,98.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,9.0,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,15.0,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,4.5,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,9.0,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,15.0,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,4.5,Gallon,99.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-21,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,25.0,Gallon,98.0,ACRES,Ground,,,
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-21,7:00 AM,30000-0,"FOREST, TMBRLND",241-296-AA-228,POLARIS SP HERBICIDE,7.5,Gallon,98.0,ACRES,Ground,,,
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-21,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,15.0,Gallon,98.0,ACRES,Ground,,,
3200530.0,Sierra Pacific Industries Stirling City,21N07E14,,,M,21N,07E,14.0,2021-08-23,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,30.0,Gallon,97.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E14,,,M,21N,07E,14.0,2021-08-23,7:00 AM,30000-0,"FOREST, TMBRLND",241-296-AA-228,POLARIS SP HERBICIDE,15.0,Gallon,97.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E14,,,M,21N,07E,14.0,2021-08-23,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,50.0,Gallon,97.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-12,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,34.5,Gallon,25.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-12,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,57.5,Gallon,25.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-13,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,30.0,Gallon,54.8,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-13,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,15.0,Gallon,54.8,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-13,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,50.0,Gallon,54.8,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-14,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,33.0,Gallon,55.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-14,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,16.5,Gallon,55.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E13,,,M,21N,07E,13.0,2021-08-14,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,55.0,Gallon,55.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-15,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,30.0,Gallon,50.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-15,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,50.0,Gallon,50.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-15,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,15.0,Gallon,50.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,30.0,Gallon,55.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,18.0,Gallon,55.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,9.0,Gallon,55.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,15.0,Gallon,15.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,9.0,Gallon,15.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-17,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,4.5,Gallon,15.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-19,7:00 AM,30000-0,"FOREST, TMBRLND",241-296-AA-228,POLARIS SP HERBICIDE,7.5,Gallon,55.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-19,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,25.0,Gallon,55.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E12,,,M,21N,07E,12.0,2021-08-19,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,15.0,Gallon,55.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E14,,,M,21N,07E,14.0,2021-08-23,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,30.0,Gallon,88.7,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E14,,,M,21N,07E,14.0,2021-08-23,7:00 AM,30000-0,"FOREST, TMBRLND",241-296-AA-228,POLARIS SP HERBICIDE,15.0,Gallon,88.7,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E14,,,M,21N,07E,14.0,2021-08-23,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,50.0,Gallon,88.7,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E14,,,M,21N,07E,14.0,2021-08-24,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,36.0,Gallon,98.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E14,,,M,21N,07E,14.0,2021-08-24,7:00 AM,30000-0,"FOREST, TMBRLND",241-296-AA-228,POLARIS SP HERBICIDE,18.0,Gallon,98.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E14,,,M,21N,07E,14.0,2021-08-24,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,60.0,Gallon,98.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,20N08E10,Buckeye Creek,Buckeye Creek,M,20N,08E,10.0,2021-08-25,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,5.4,Gallon,65.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,20N08E10,Buckeye Creek,Buckeye Creek,M,20N,08E,10.0,2021-08-25,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,2.7,Gallon,65.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,20N08E10,Buckeye Creek,Buckeye Creek,M,20N,08E,10.0,2021-08-25,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,1.35,Gallon,6.35,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,20N08E10,Buckeye Creek,Buckeye Creek,M,20N,08E,10.0,2021-08-25,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,11.5,Gallon,17.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,20N08E10,Buckeye Creek,Buckeye Creek,M,20N,08E,10.0,2021-08-25,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,6.9,Gallon,17.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,20N08E10,Buckeye Creek,Buckeye Creek,M,20N,08E,10.0,2021-08-25,7:00 AM,30000-0,"FOREST, TMBRLND",81927-6-AA,ALLIGARE ROTARY 2 SL,3.45,Gallon,17.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E11,,,M,21N,07E,11.0,2021-08-25,7:00 AM,30000-0,"FOREST, TMBRLND",62719-556-AA,ACCORD XRT II,36.0,Gallon,56.94,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E11,,,M,21N,07E,11.0,2021-08-25,7:00 AM,30000-0,"FOREST, TMBRLND",241-296-AA-228,POLARIS SP HERBICIDE,18.0,Gallon,56.94,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E11,,,M,21N,07E,11.0,2021-08-25,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,60.0,Gallon,56.94,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
3200530.0,Sierra Pacific Industries Stirling City,21N07E11,,,M,21N,07E,11.0,2021-08-26,7:00 AM,30000-0,"FOREST, TMBRLND",34704-50029-AA,MSO CONCENTRATE,25.0,Gallon,65.0,ACRES,Ground,RGZ Forestry LLC,40099.0,PCM
